user,type,date,country,uploads,views,subs
turkishairlines,travel,2006-08-11,tr,276,"458,758,650","113,721"
visaespanol,travel,2013-05-31,us,157,"20,831,865","4,161"
visitarg,travel,2010-01-14,ar,459,"11,214,547","3,771"
visitjordan,travel,2008-02-28,jo,272,"47,057,690","8,366"
visitportugal,travel,2008-11-20,pt,233,"15,920,954","9,062"
wildfilmsindia,travel,2006-07-13,in,"62,789","186,450,209","134,800"
wipandco,travel,2008-07-19,fr,59,"6,764,743",674
wwwcoasterforcecom,travel,2006-06-26,us,"2,436","183,664,973","224,283"
yoursingapore,travel,2010-02-24,sg,229,"14,797,476","7,614"
ytcampaignsspace,travel,2012-01-05,,331,"66,754,428","4,817"
zagat,travel,2006-05-03,us,"1,008","32,147,093","83,158"
